Activity_Period,Activity_Period_Start_Date,Operating_Airline,Operating_Airline_IATA_Code,Published_Airline,Published_Airline_IATA_Code,GEO_Summary,GEO_Region,Landing_Aircraft_Type,Aircraft_Body_Type,Aircraft_Manufacturer,Aircraft_Model,Aircraft_Version,Landing_Count,Total_Landed_Weight,data_as_of,data_loaded_at,Activity Period Date,DI_Created_By,DI_Created_Dt
200907,2009/07/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,8,"536,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,55,"4,125,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,120,"1,835","47,343,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,300,408,"46,512,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,500,30,"3,300,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,700,884,"113,152,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,700,7,"904,400",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,800,24,"3,504,600",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A319,-,3,"412,500",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A320,-,42,"5,972,400",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,24,"3,307,200",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,131,8,"1,102,400",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,132,215,"29,605,500",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,9,"1,279,800",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,231,122,"17,336,200",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,231B,28,"3,978,800",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,200,"34,300,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,300,17,"1,938,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,500,1,"110,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,700,3,"384,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,800,320,"46,080,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,900,17,"2,504,100",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,900ER,63,"9,909,900",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,200,2,"396,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,300,52,"11,648,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,322,117,"13,338,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,522,10,"1,100,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,422,10,"6,300,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,422,92,"57,960,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,422,31,"19,530,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,747,422,31,"19,530,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,-,"1,159","229,482,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Boeing,757,-,4,"792,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,300,282,"84,600,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,322,53,"16,960,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222,116,"51,620,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222B,5,"2,300,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,777,222B,125,"57,500,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,777,222B,93,"42,780,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,131,578,"79,640,886",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,131,90,"12,400,830",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,131,30,"4,133,610",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,232,"1,163","165,376,274",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,232,30,"4,265,940",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,232,20,"2,843,960",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,736,"101,420,800",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,304,"43,228,800",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,400,31,"19,530,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,WestJet,WS,WestJet,WS,International,Canada,Passenger,Narrow Body,Boeing,737,700,12,"1,550,400",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,WestJet,WS,WestJet,WS,International,Canada,Passenger,Narrow Body,Boeing,737,800,1,"146,300",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200907,2009/07/01,World Airways,WO,World Airways,WO,International,Europe,Passenger,Wide Body,McDonnell Douglas,MD-11,-,2,"916,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-07-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,-,84,"23,145,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Passenger,Wide Body,Airbus,A330,200,18,"7,182,585",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,737,700,31,"3,968,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Regional Jet,Embraer,ERJ,145,22,"616,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,112,1,"134,481",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,149,"20,037,669",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,22,"3,128,334",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,214,4,"568,788",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,211,4,"665,788",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Regional Jet,Embraer,ERJ,190,186,"17,632,242",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Air China,CA,Air China,CA,International,Asia,Combi,Wide Body,Boeing,747,400C,21,"13,230,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,400M,1,"630,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,747,400,31,"18,597,110",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,200,23,"10,810,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Passenger,Narrow Body,Boeing,737,700,158,"20,224,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,99,"11,979,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,700,108,"13,953,600",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,800,81,"11,664,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,900,43,"6,290,900",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,900,31,"4,535,300",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Passenger,Wide Body,Boeing,777,300ER,31,"17,174,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,-,247,"48,906,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,200,121,"32,670,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300,122,"37,820,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,83,297,"38,610,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,SP,187,"24,310,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,140,127,"5,235,702",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,1900C,-,16,"257,600",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,B-99,-,2,"21,800",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,C-99,-,5,"56,500",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Fairchild,SA-227,-,7,"98,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400F,26,"17,316,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,200ER,17,"7,820,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,62,"39,060,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,747,400,62,"39,060,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,400F,8,"5,328,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,400,31,"19,530,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,400F,22,"14,652,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,800,189,"27,216,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,-,155,"30,690,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,78,"23,010,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,20,"6,400,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,-,59,"8,378,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Combi,Wide Body,Boeing,747,400E,1,"630,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,400F,2,"1,304,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,777,300ER,52,"28,808,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Emirates,EK,Emirates,EK,International,Middle East,Passenger,Wide Body,Boeing,777,200ULR,31,"15,219,977",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,10,20,"7,490,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,30,22,"9,400,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A318,-,31,"3,921,500",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,93,"12,508,500",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,300,12,"3,540,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,20,"6,400,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
200908,2009/08/01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,150,"10,050,000",2025-08-21 16:21:33,2025-08-22 23:03:26,2009-08-01,RIYA,2025-09-19 22:32:42
